sample_id,rgb_relative_path,skeleton_path,person,action,group,camera,low_view_height_cm,low_camera_order,reference_camera,angle_definition,direct_estimated_relative_yaw_deg,estimated_relative_yaw_deg,angle_source,angle_mad_deg,median_fit_rmse_m,candidate_frame_count,usable_frame_count,stable_frame_count,confidence
A030_P056_G003_C005,RGB_P051-P060/P051-P060/P056/A030_P056_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G003_C005.csv,P056,A030,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-57.96,-57.96,pairwise_skeleton_registration,7.73,0.2764,147,147,83,medium
A030_P056_G003_C007,RGB_P051-P060/P051-P060/P056/A030_P056_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G003_C007.csv,P056,A030,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-37.98,-37.98,pairwise_skeleton_registration,8.42,0.203,147,147,70,medium
A030_P056_G004_C001,RGB_P051-P060/P051-P060/P056/A030_P056_G004_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G004_C001.csv,P056,A030,G004,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A030_P056_G004_C003,RGB_P051-P060/P051-P060/P056/A030_P056_G004_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G004_C003.csv,P056,A030,G004,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-11.29,-11.29,pairwise_skeleton_registration,7.97,0.2375,143,143,138,high
A030_P056_G004_C005,RGB_P051-P060/P051-P060/P056/A030_P056_G004_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G004_C005.csv,P056,A030,G004,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,23.04,23.04,pairwise_skeleton_registration,4.39,0.1723,143,143,143,high
A030_P056_G004_C007,RGB_P051-P060/P051-P060/P056/A030_P056_G004_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G004_C007.csv,P056,A030,G004,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,41.58,41.58,pairwise_skeleton_registration,3.65,0.1681,143,143,143,high
A031_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A031_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A031_P056_G001_C001.csv,P056,A031,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A031_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A031_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A031_P056_G001_C003.csv,P056,A031,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-6.8,-6.8,pairwise_skeleton_registration,2.27,0.1485,158,158,154,high
A031_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A031_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A031_P056_G001_C005.csv,P056,A031,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,8.66,8.66,pairwise_skeleton_registration,3.05,0.1651,158,158,153,high
A031_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A031_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A031_P056_G001_C007.csv,P056,A031,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,20.13,20.13,pairwise_skeleton_registration,5.97,0.2056,158,158,153,high
A031_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A031_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A031_P056_G002_C001.csv,P056,A031,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A031_P056_G002_C003,RGB_P051-P060/P051-P060/P056/A031_P056_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A031_P056_G002_C003.csv,P056,A031,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,22.54,22.54,pairwise_skeleton_registration,2.76,0.1265,146,146,146,high
A031_P056_G002_C005,RGB_P051-P060/P051-P060/P056/A031_P056_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A031_P056_G002_C005.csv,P056,A031,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-14.84,-14.84,pairwise_skeleton_registration,3.47,0.2444,146,146,143,high
A031_P056_G002_C007,RGB_P051-P060/P051-P060/P056/A031_P056_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A031_P056_G002_C007.csv,P056,A031,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,53.29,53.29,pairwise_skeleton_registration,3.7,0.2145,146,146,146,high
A031_P056_G003_C001,RGB_P051-P060/P051-P060/P056/A031_P056_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A031_P056_G003_C001.csv,P056,A031,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A031_P056_G003_C003,RGB_P051-P060/P051-P060/P056/A031_P056_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A031_P056_G003_C003.csv,P056,A031,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,22.72,22.72,pairwise_skeleton_registration,1.54,0.1343,151,151,151,high
A031_P056_G003_C005,RGB_P051-P060/P051-P060/P056/A031_P056_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A031_P056_G003_C005.csv,P056,A031,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,44.15,44.15,pairwise_skeleton_registration,1.28,0.1325,151,151,151,high
A031_P056_G003_C007,RGB_P051-P060/P051-P060/P056/A031_P056_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A031_P056_G003_C007.csv,P056,A031,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,37.85,37.85,pairwise_skeleton_registration,2.44,0.1138,151,151,151,high
A032_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A032_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A032_P056_G001_C001.csv,P056,A032,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A032_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A032_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A032_P056_G001_C003.csv,P056,A032,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-12.7,-12.7,pairwise_skeleton_registration,3.03,0.1684,162,162,162,high
A032_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A032_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A032_P056_G001_C005.csv,P056,A032,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-11.31,-11.31,pairwise_skeleton_registration,6.7,0.2422,162,162,120,high
A032_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A032_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A032_P056_G001_C007.csv,P056,A032,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-27.24,-27.24,pairwise_skeleton_registration,6.8,0.2544,162,162,66,medium
A032_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A032_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A032_P056_G002_C001.csv,P056,A032,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A032_P056_G002_C003,RGB_P051-P060/P051-P060/P056/A032_P056_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A032_P056_G002_C003.csv,P056,A032,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-24.09,-24.09,pairwise_skeleton_registration,6.55,0.1499,170,170,169,high
A032_P056_G002_C005,RGB_P051-P060/P051-P060/P056/A032_P056_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A032_P056_G002_C005.csv,P056,A032,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-48.43,-48.43,pairwise_skeleton_registration,3.29,0.1713,170,170,170,high
A032_P056_G002_C007,RGB_P051-P060/P051-P060/P056/A032_P056_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A032_P056_G002_C007.csv,P056,A032,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-76.51,-76.51,pairwise_skeleton_registration,6.4,0.113,170,170,159,high
A032_P056_G003_C001,RGB_P051-P060/P051-P060/P056/A032_P056_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A032_P056_G003_C001.csv,P056,A032,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A032_P056_G003_C003,RGB_P051-P060/P051-P060/P056/A032_P056_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A032_P056_G003_C003.csv,P056,A032,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-1.7,-1.7,pairwise_skeleton_registration,3.34,0.1447,170,170,169,high
A032_P056_G003_C005,RGB_P051-P060/P051-P060/P056/A032_P056_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A032_P056_G003_C005.csv,P056,A032,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,18.59,18.59,pairwise_skeleton_registration,3.49,0.1306,170,170,167,high
A032_P056_G003_C007,RGB_P051-P060/P051-P060/P056/A032_P056_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A032_P056_G003_C007.csv,P056,A032,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,23.42,23.42,pairwise_skeleton_registration,2.45,0.1706,170,170,170,high
A033_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A033_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A033_P056_G001_C001.csv,P056,A033,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A033_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A033_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A033_P056_G001_C003.csv,P056,A033,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,107.17,107.17,pairwise_skeleton_registration,8.77,0.2301,164,164,75,medium
A033_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A033_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A033_P056_G001_C005.csv,P056,A033,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,130.94,130.94,pairwise_skeleton_registration,7.15,0.2171,164,164,64,high
A033_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A033_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A033_P056_G001_C007.csv,P056,A033,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,33.26,33.26,pairwise_skeleton_registration,5.76,0.2082,164,164,61,high
A033_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A033_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A033_P056_G002_C001.csv,P056,A033,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A033_P056_G002_C003,RGB_P051-P060/P051-P060/P056/A033_P056_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A033_P056_G002_C003.csv,P056,A033,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-0.22,-0.22,pairwise_skeleton_registration,6.0,0.2043,107,107,60,high
A033_P056_G002_C005,RGB_P051-P060/P051-P060/P056/A033_P056_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A033_P056_G002_C005.csv,P056,A033,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,19.61,19.61,pairwise_skeleton_registration,4.63,0.2024,107,107,61,high
A033_P056_G002_C007,RGB_P051-P060/P051-P060/P056/A033_P056_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A033_P056_G002_C007.csv,P056,A033,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-4.89,-4.89,pairwise_skeleton_registration,5.09,0.2209,107,107,90,high
A034_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A034_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A034_P056_G001_C001.csv,P056,A034,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A034_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A034_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A034_P056_G001_C003.csv,P056,A034,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,12.89,12.89,pairwise_skeleton_registration,7.17,0.2283,121,121,102,high
A034_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A034_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A034_P056_G001_C005.csv,P056,A034,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,65.24,65.24,pairwise_skeleton_registration,5.24,0.2085,121,121,121,high
A034_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A034_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A034_P056_G001_C007.csv,P056,A034,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,58.68,58.68,pairwise_skeleton_registration,6.0,0.1735,121,121,118,high
A034_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A034_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A034_P056_G002_C001.csv,P056,A034,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A034_P056_G002_C003,RGB_P051-P060/P051-P060/P056/A034_P056_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A034_P056_G002_C003.csv,P056,A034,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,6.75,6.75,pairwise_skeleton_registration,1.43,0.1963,90,90,90,high
A034_P056_G002_C005,RGB_P051-P060/P051-P060/P056/A034_P056_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A034_P056_G002_C005.csv,P056,A034,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,43.97,43.97,pairwise_skeleton_registration,1.31,0.1668,90,90,90,high
A034_P056_G002_C007,RGB_P051-P060/P051-P060/P056/A034_P056_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A034_P056_G002_C007.csv,P056,A034,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,54.71,54.71,pairwise_skeleton_registration,1.22,0.1889,90,90,90,high
A035_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A035_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G001_C001.csv,P056,A035,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A035_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A035_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G001_C003.csv,P056,A035,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-8.66,-8.66,pairwise_skeleton_registration,0.94,0.0461,187,187,187,high
A035_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A035_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G001_C005.csv,P056,A035,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,9.92,9.92,pairwise_skeleton_registration,0.81,0.0538,187,187,187,high
A035_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A035_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G001_C007.csv,P056,A035,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,77.47,77.47,pairwise_skeleton_registration,0.57,0.1069,187,187,187,high
A035_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A035_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G002_C001.csv,P056,A035,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A035_P056_G002_C003,RGB_P051-P060/P051-P060/P056/A035_P056_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G002_C003.csv,P056,A035,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-8.86,-8.86,pairwise_skeleton_registration,2.31,0.194,153,153,153,high
A035_P056_G002_C005,RGB_P051-P060/P051-P060/P056/A035_P056_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G002_C005.csv,P056,A035,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-27.02,-27.02,pairwise_skeleton_registration,2.68,0.1861,153,153,123,high
A035_P056_G002_C007,RGB_P051-P060/P051-P060/P056/A035_P056_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G002_C007.csv,P056,A035,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-27.01,-27.01,pairwise_skeleton_registration,4.77,0.2504,153,153,151,medium
A035_P056_G003_C001,RGB_P051-P060/P051-P060/P056/A035_P056_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G003_C001.csv,P056,A035,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A035_P056_G003_C003,RGB_P051-P060/P051-P060/P056/A035_P056_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G003_C003.csv,P056,A035,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,4.23,4.23,pairwise_skeleton_registration,3.91,0.0994,158,158,110,high
A035_P056_G003_C005,RGB_P051-P060/P051-P060/P056/A035_P056_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G003_C005.csv,P056,A035,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,11.97,11.97,pairwise_skeleton_registration,4.81,0.0978,158,158,117,high
A035_P056_G003_C007,RGB_P051-P060/P051-P060/P056/A035_P056_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G003_C007.csv,P056,A035,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,41.29,41.29,pairwise_skeleton_registration,6.8,0.1004,158,158,106,high
A035_P056_G004_C001,RGB_P051-P060/P051-P060/P056/A035_P056_G004_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G004_C001.csv,P056,A035,G004,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A035_P056_G004_C003,RGB_P051-P060/P051-P060/P056/A035_P056_G004_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G004_C003.csv,P056,A035,G004,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-9.06,-9.06,pairwise_skeleton_registration,4.38,0.1909,123,123,123,high
A035_P056_G004_C005,RGB_P051-P060/P051-P060/P056/A035_P056_G004_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G004_C005.csv,P056,A035,G004,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,22.42,22.42,pairwise_skeleton_registration,8.36,0.1875,123,123,117,medium
A035_P056_G004_C007,RGB_P051-P060/P051-P060/P056/A035_P056_G004_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A035_P056_G004_C007.csv,P056,A035,G004,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,27.84,27.84,pairwise_skeleton_registration,2.78,0.2574,123,123,123,medium
A036_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A036_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A036_P056_G001_C001.csv,P056,A036,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A036_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A036_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A036_P056_G001_C003.csv,P056,A036,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,95.91,95.91,pairwise_skeleton_registration,7.47,0.2622,144,144,119,medium
A036_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A036_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A036_P056_G001_C005.csv,P056,A036,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,24.67,24.67,pairwise_skeleton_registration,9.49,0.2737,144,144,98,medium
A036_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A036_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A036_P056_G001_C007.csv,P056,A036,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,30.19,30.19,pairwise_skeleton_registration,6.27,0.2806,144,144,97,medium
A036_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A036_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A036_P056_G002_C001.csv,P056,A036,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
